surname,ids,gender,age_bin,geography,creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn_prediction,churn_score
Barnes,141554-15568469,Male,36-45,France,639,36,1,139848.17,1,1.0,0.0,143859.66,0,0.12765487
Grosse,148717-15592625,Female,46-60,Spain,743,56,5,0.0,2,1.0,0.0,101515.02,1,0.5436519
Palerma,80119-15574886,Male,26-35,France,468,32,5,94486.47,1,1.0,0.0,146949.74,0,0.11850861
Ch'iu,161451-15572390,Male,36-45,France,603,38,6,144953.63,1,0.0,1.0,172792.43,0,0.066804804
Pisano,153246-15603065,Male,36-45,Spain,738,44,5,0.0,2,1.0,0.0,135925.72,0,0.08511308
Piazza,138339-15723008,Female,36-45,Germany,746,37,6,142406.43,2,1.0,1.0,176768.59,0,0.06769843
Nnamutaezinwa,85268-15806546,Female,26-35,France,705,32,9,0.0,2,0.0,0.0,174822.56,0,0.039885815
P'eng,160560-15775590,Male,26-35,France,706,33,3,0.0,2,1.0,1.0,19244.58,0,0.009814135
Onyemachukwu,148186-15642391,Female,26-35,France,730,28,5,0.0,1,1.0,0.0,151738.22,0,0.29056805
Ives,60516-15652981,Female,46-60,France,646,49,1,0.0,1,1.0,0.0,158054.49,1,0.8939746
Hughes,123642-15736146,Female,26-35,France,590,35,2,0.0,2,0.0,1.0,113581.52,0,0.024327999
McGuigan,16561-15583748,Male,36-45,France,653,38,4,0.0,2,1.0,0.0,184866.86,0,0.025206478
Chukwuhaenye,120073-15754940,Female,36-45,France,687,41,4,89939.62,1,0.0,0.0,66739.02,0,0.28811702
Ko,121916-15673837,Male,36-45,France,629,42,1,133970.22,1,1.0,0.0,183717.94,0,0.30934733
Ch'ang,27457-15622578,Male,46-60,France,850,58,6,0.0,2,0.0,1.0,151903.6,0,0.07376132
Chiu,142077-15681662,Female,60+,Germany,613,63,10,116536.2,1,0.0,0.0,106791.39,1,0.86040497
Randall,41269-15783030,Female,26-35,Spain,604,35,7,136526.26,1,1.0,0.0,47799.15,0,0.20818251
Yermakova,141370-15661554,Male,36-45,Spain,850,38,5,71481.79,1,1.0,0.0,73949.94,0,0.14124765
Ibezimako,101275-15746341,Male,36-45,Germany,485,38,9,129974.81,2,1.0,1.0,76764.65,0,0.046585552
Hsiao,141965-15715079,Female,26-35,Germany,739,31,5,120268.13,1,1.0,0.0,140800.66,0,0.3831111
Onyekaozulu,55419-15613787,Male,26-35,Spain,539,26,2,0.0,2,1.0,1.0,100995.98,0,0.010997627
Zikoranachidimma,3705-15743279,Female,36-45,Germany,666,36,10,138668.47,1,1.0,0.0,138578.71,0,0.47486082
Hsiao,161341-15683522,Female,46-60,France,609,52,0,0.0,1,0.0,0.0,59650.42,1,0.91704625
Cone,106689-15676835,Female,26-35,France,530,29,1,0.0,2,0.0,0.0,121451.21,0,0.05751435
Kao,125389-15724443,Male,26-35,France,662,26,1,0.0,2,1.0,1.0,137895.53,0,0.008090492
Chidubem,26783-15793046,Male,36-45,Germany,591,43,1,141806.0,1,1.0,0.0,58854.88,1,0.6735697
Smith,74912-15752409,Male,26-35,Spain,663,34,9,0.0,2,1.0,1.0,80587.27,0,0.007426935
Trevisani,106043-15690526,Female,36-45,Spain,663,36,6,0.0,2,1.0,1.0,116968.96,0,0.01539791
Forster,132605-15701605,Male,26-35,France,754,35,3,166115.42,1,1.0,0.0,67208.3,0,0.1304554
Chiu,132-15720353,Female,46-60,France,579,59,7,0.0,2,1.0,1.0,87067.73,0,0.0854711
Udegbulam,59099-15782236,Male,26-35,France,730,35,7,0.0,2,1.0,0.0,62980.96,0,0.016723942
Fyodorova,15277-15697310,Female,26-35,Spain,576,35,5,0.0,2,1.0,1.0,72970.78,0,0.014972487
Tuan,100767-15700549,Male,36-45,Germany,586,36,5,119499.31,2,1.0,1.0,57908.91,0,0.054817516
Padovesi,10751-15740283,Male,26-35,France,613,31,9,0.0,2,1.0,0.0,88729.61,0,0.0144965
Pinto,100433-15770567,Male,46-60,France,753,58,7,115409.6,1,0.0,0.0,116087.06,1,0.69641423
Milano,152706-15696588,Female,60+,France,586,72,9,148962.76,1,0.0,1.0,61324.87,0,0.18088597
Chukwudi,3544-15768449,Female,36-45,France,694,43,2,160858.13,1,1.0,1.0,107415.02,0,0.17664923
Oluchukwu,14723-15805025,Male,36-45,France,595,45,8,0.0,2,1.0,1.0,173599.38,0,0.042080685
Chukwuma,49196-15768233,Female,36-45,France,671,37,9,0.0,1,0.0,1.0,12048.67,0,0.23145524
T'ien,108125-15706602,Female,36-45,Germany,581,36,6,108431.87,2,0.0,1.0,142963.27,0,0.117359616
Yuriev,42926-15593714,Female,36-45,France,637,43,3,0.0,1,1.0,0.0,83547.78,1,0.8039366
H?,92849-15593679,Female,26-35,Spain,683,33,10,104440.56,2,1.0,0.0,100817.16,0,0.07695664
Okechukwu,4595-15652658,Male,36-45,Germany,679,41,1,97910.71,1,1.0,0.0,173365.9,0,0.43776742
Trevisani,118256-15747808,Female,36-45,France,706,38,0,0.0,2,1.0,1.0,83086.05,0,0.024835007
Onyekachi,50186-15802088,Male,26-35,France,685,31,5,0.0,2,1.0,0.0,54869.54,0,0.019603048
Pugh,69897-15672966,Female,26-35,France,521,34,8,0.0,2,1.0,0.0,139024.31,0,0.038447812
Meng,47467-15646942,Male,36-45,France,523,39,2,0.0,2,1.0,0.0,100929.59,0,0.03912493
Loyau,134134-15766289,Male,36-45,Spain,706,36,5,149650.39,1,1.0,1.0,149913.84,0,0.045927163
Murray,41249-15595047,Male,36-45,France,764,41,3,0.0,1,1.0,0.0,134878.34,0,0.36991683
O'Donnell,42749-15596493,Female,26-35,Spain,577,34,2,122029.15,1,1.0,0.0,101663.47,0,0.15637414
Genovesi,90704-15671387,Male,36-45,Spain,726,36,10,84390.8,2,0.0,1.0,78970.58,0,0.02832217
Kao,67104-15656086,Male,36-45,France,711,37,7,0.0,2,1.0,0.0,173776.5,0,0.020655232
Tsao,14524-15783487,Male,36-45,Germany,713,39,5,136815.26,2,0.0,1.0,170886.88,0,0.06479782
Smith,72327-15624397,Female,26-35,France,697,31,7,115101.8,1,0.0,1.0,78616.49,0,0.07039995
Bruno,60582-15803078,Female,36-45,France,629,38,6,0.0,1,0.0,0.0,57962.41,1,0.5351634
Glenny,68635-15726484,Female,36-45,France,705,41,1,129901.21,1,1.0,0.0,26025.6,0,0.28333744
Bevan,118142-15782364,Female,36-45,Spain,521,39,5,146408.68,1,0.0,0.0,72993.65,0,0.32791224
Pirozzi,51204-15674727,Male,26-35,France,694,35,1,0.0,1,0.0,0.0,62768.8,0,0.2646473
Knepper,79069-15594084,Female,26-35,Spain,567,35,4,80387.81,1,1.0,0.0,72274.84,0,0.1825775
Peacock,96878-15774630,Female,26-35,Germany,583,35,8,114193.24,1,1.0,0.0,57553.02,1,0.5484787
Martin,99593-15741181,Male,36-45,France,543,36,7,0.0,2,0.0,1.0,72950.14,0,0.01683998
Yobachi,98905-15786539,Female,26-35,France,695,32,2,0.0,2,1.0,1.0,45902.23,0,0.013125903
Dolgorukova,130826-15781326,Female,46-60,Spain,632,58,6,80922.75,1,0.0,1.0,7824.31,0,0.36010653
Folliero,10379-15636700,Male,60+,France,675,67,3,138162.81,2,1.0,1.0,57856.66,0,0.052824683
Bitter,24637-15677939,Female,26-35,France,850,35,6,0.0,2,0.0,1.0,149195.44,0,0.027085533
Ibeabuchi,144564-15671609,Male,36-45,Spain,701,44,0,0.0,2,1.0,1.0,23425.78,0,0.041857056
Nwachukwu,31385-15670889,Male,36-45,France,528,38,1,125566.9,1,1.0,1.0,176763.27,0,0.06848264
Ch'ien,148334-15738497,Male,26-35,Germany,682,35,5,127076.68,2,0.0,0.0,155711.64,0,0.086144775
Lira,36778-15583760,Female,36-45,France,684,43,4,161671.19,1,0.0,1.0,107906.0,0,0.22095813
K'ung,133077-15792577,Female,36-45,France,596,38,4,0.0,1,1.0,0.0,145987.05,1,0.5403845
Bull,156784-15753337,Male,36-45,Germany,712,37,1,103377.81,2,0.0,0.0,169386.81,0,0.13314676
Liao,16388-15790744,Male,36-45,France,579,39,4,0.0,2,1.0,0.0,77511.45,0,0.03150995
Christie,115398-15724076,Male,46-60,France,707,53,9,0.0,2,1.0,0.0,38941.44,0,0.33123687
Li,51163-15655007,Female,26-35,France,497,33,7,0.0,2,0.0,0.0,85890.16,0,0.04416344
Onwumelu,104543-15690664,Female,36-45,France,706,43,9,0.0,2,0.0,1.0,131043.1,0,0.068378545
Onyeorulu,88266-15706810,Female,36-45,Germany,752,43,7,103564.83,2,0.0,0.0,179908.71,0,0.43633157
Goliwe,33018-15591428,Female,36-45,France,686,42,5,0.0,1,1.0,0.0,77959.67,1,0.6555832
Milano,15053-15648876,Female,26-35,Germany,728,34,9,105903.85,2,1.0,1.0,82452.97,0,0.052914154
Chinagorom,108584-15772383,Female,46-60,France,775,58,2,138241.9,2,1.0,1.0,143668.44,0,0.1907577
Nwachinemelu,19955-15658067,Male,36-45,France,731,36,4,84421.62,1,1.0,0.0,166677.54,0,0.12203963
Ts'ui,26435-15768244,Female,36-45,France,554,40,2,0.0,1,1.0,0.0,146511.2,1,0.6590226
Sanders,59308-15598883,Female,36-45,France,650,37,2,0.0,2,1.0,1.0,145593.85,0,0.02344657
Yobanna,1450-15690164,Male,36-45,France,599,39,1,0.0,2,0.0,1.0,86416.09,0,0.020954333
Pinto,68485-15600879,Female,26-35,France,613,33,3,0.0,2,1.0,0.0,141803.6,0,0.035534658
Kashiwagi,48224-15709183,Female,26-35,France,663,34,9,157989.84,1,1.0,1.0,100835.84,0,0.059764333
Greco,73306-15609824,Male,36-45,Germany,627,40,4,148962.46,1,0.0,1.0,12905.89,0,0.29796305
Akabueze,72331-15729956,Female,36-45,France,702,40,7,80780.16,1,1.0,1.0,19225.85,0,0.10596322
Kao,21098-15771580,Female,26-35,France,691,27,8,0.0,2,1.0,1.0,180150.49,0,0.013367286
Onyemauchechukwu,42278-15670889,Male,36-45,France,679,39,8,130142.79,1,1.0,1.0,140166.95,0,0.0591546
Nwabugwu,121492-15605427,Female,36-45,France,709,39,9,0.0,2,1.0,1.0,107977.38,0,0.023495477
Nucci,80882-15750867,Male,36-45,France,667,37,0,0.0,1,0.0,1.0,171463.83,0,0.20170178
Dean,61264-15798850,Female,26-35,Germany,791,33,5,124626.07,1,1.0,0.0,69039.43,0,0.3980439
Padovesi,96679-15642937,Female,26-35,France,550,32,1,0.0,2,1.0,0.0,130590.35,0,0.03626959
Chukwuhaenye,119670-15644295,Female,46-60,Germany,633,59,0,137841.3,1,1.0,0.0,152987.09,1,0.93682003
Nkemdirim,26570-15794560,Male,26-35,France,718,34,1,117160.0,1,1.0,0.0,150844.84,0,0.08634569
Tien,73507-15651052,Female,36-45,France,686,37,3,0.0,2,1.0,1.0,109843.16,0,0.018800965
Chidiebere,151534-15691624,Male,26-35,France,689,32,2,132150.26,2,1.0,0.0,23067.97,0,0.05060771
Eluemuno,48494-15679820,Male,36-45,France,652,39,7,0.0,2,1.0,0.0,61761.77,0,0.027870037
Wang,113885-15612103,Male,26-35,Germany,681,29,6,131344.52,2,1.0,1.0,51871.95,0,0.03406789
Somadina,112067-15612478,Male,46-60,France,525,51,10,0.0,2,1.0,0.0,171045.35,0,0.33475617
Teng,147875-15775238,Female,36-45,France,577,36,8,107588.68,2,1.0,1.0,97636.0,0,0.042050015
Ch'ien,4235-15656726,Male,26-35,France,771,32,5,0.0,1,1.0,1.0,40920.59,0,0.06596265
Ts'ai,24477-15789413,Male,18-25,France,757,25,3,0.0,2,1.0,1.0,4459.5,0,0.010700403
Trevisani,100210-15721460,Female,26-35,France,721,32,1,0.0,2,1.0,1.0,131772.53,0,0.014459298
H?,84657-15589431,Male,36-45,France,588,41,9,0.0,2,1.0,0.0,46675.51,0,0.04123802
Bancks,46108-15658052,Male,36-45,France,678,36,1,107713.73,1,1.0,1.0,154874.09,0,0.057530433
Onyemere,24344-15602845,Male,36-45,France,715,39,8,121061.63,1,0.0,0.0,40920.54,0,0.13282634
Chiu,26934-15786392,Female,36-45,Germany,712,41,1,94901.09,3,0.0,0.0,132702.64,1,0.94549453
Onyemauchechukwu,2739-15617482,Male,26-35,Spain,718,28,8,165610.88,1,1.0,1.0,167032.92,0,0.04291993
Diribe,107392-15692664,Female,46-60,France,668,50,1,0.0,1,1.0,0.0,2988.28,1,0.861573
Shen,142547-15649379,Male,36-45,Germany,585,37,5,109922.61,1,1.0,0.0,161887.08,0,0.42127427
Hsueh,157735-15643906,Male,26-35,France,593,31,8,0.0,2,0.0,1.0,151768.02,0,0.011837303
Tuan,51032-15602456,Male,36-45,Germany,687,39,2,150635.3,1,1.0,0.0,148814.54,0,0.371111
Efremov,152016-15633666,Male,26-35,France,757,34,3,0.0,2,1.0,0.0,97794.71,0,0.016035678
Marcelo,46747-15680201,Male,46-60,Germany,569,49,5,102800.65,2,1.0,1.0,102908.91,0,0.2205266
Yobachukwu,96501-15596074,Male,36-45,Germany,619,44,1,101960.79,2,1.0,0.0,148887.09,0,0.26337558
Lettiere,137022-15652093,Male,26-35,Spain,683,32,0,0.0,2,1.0,1.0,105570.39,0,0.011158036
Kao,147178-15702937,Female,36-45,France,600,39,8,0.0,1,1.0,1.0,79927.19,0,0.24970843
Chidimma,131777-15641490,Male,46-60,Spain,553,49,7,0.0,1,0.0,0.0,119927.85,1,0.80739856
Shao,25864-15693376,Female,26-35,France,756,29,0,0.0,1,1.0,0.0,164394.65,0,0.31621346
Shao,100098-15584785,Female,46-60,Spain,523,46,9,0.0,1,1.0,0.0,126812.63,1,0.8634226
Brown,20234-15764072,Male,36-45,France,694,38,1,0.0,1,1.0,0.0,44506.98,0,0.25799274
T'ien,123790-15683826,Female,26-35,France,594,34,7,0.0,2,1.0,0.0,178291.04,0,0.032230586
Hsiao,163611-15783875,Male,36-45,Germany,633,39,4,107764.75,1,1.0,1.0,144532.85,0,0.2615113
Franklin,57640-15745354,Female,36-45,Spain,611,43,4,0.0,2,1.0,0.0,125696.26,0,0.17858194
Kao,162393-15626012,Male,36-45,France,498,44,1,0.0,2,0.0,1.0,161209.65,0,0.056840215
Samuel,27631-15607598,Male,46-60,Spain,638,50,1,102645.48,1,1.0,1.0,168359.98,0,0.28344995
Nwankwo,159038-15788483,Male,36-45,Germany,573,42,3,129914.55,1,1.0,1.0,97640.29,0,0.28460482
Hsiung,159352-15592707,Female,26-35,France,712,34,6,0.0,2,1.0,1.0,64448.64,0,0.011882881
Mazzanti,87385-15785536,Male,26-35,France,619,27,5,0.0,1,1.0,0.0,69676.87,0,0.17653912
Hsiung,56435-15662865,Female,26-35,France,667,30,8,0.0,2,1.0,1.0,142763.51,0,0.012686511
Maclean,2710-15692912,Male,26-35,Spain,710,32,3,0.0,2,0.0,0.0,26261.42,0,0.031239394
Ginn,34218-15577313,Male,36-45,France,705,42,5,85915.93,2,1.0,1.0,80154.58,0,0.033202425
Hung,164029-15729054,Male,36-45,France,616,37,4,0.0,2,1.0,1.0,163427.18,0,0.011808913
Chinomso,131907-15609558,Female,26-35,France,459,29,2,0.0,2,1.0,1.0,52879.62,0,0.029053584
Frewin,9672-15745201,Female,36-45,France,612,43,4,139496.35,2,1.0,1.0,77128.23,0,0.095999524
Shcherbakov,100120-15774285,Male,26-35,Spain,727,32,1,0.0,1,1.0,0.0,54726.43,0,0.2287977
Martin,106372-15786993,Female,36-45,France,810,40,5,0.0,2,0.0,1.0,184524.74,0,0.057426766
Lucciano,24504-15573077,Female,46-60,Spain,586,47,3,0.0,1,0.0,0.0,167032.49,1,0.86495
Chizuoke,11158-15681180,Male,36-45,France,756,43,8,127924.25,2,0.0,1.0,172574.62,0,0.09586561
O'Loghlen,53685-15666043,Female,36-45,Spain,750,42,8,0.0,2,1.0,0.0,174032.0,0,0.0947767
Donnelly,130877-15591333,Male,36-45,Spain,715,42,8,0.0,1,1.0,1.0,128745.69,0,0.219069
Ozerova,87482-15762745,Male,26-35,France,630,32,8,0.0,1,1.0,0.0,143681.83,0,0.15270562
Iweobiegbunam,98600-15660871,Male,36-45,France,705,41,4,123971.5,1,1.0,0.0,92916.59,0,0.19219406
Yobanna,122672-15791174,Female,26-35,France,637,32,8,0.0,2,0.0,1.0,83950.4,0,0.016663821
Chuang,16296-15770101,Male,36-45,Germany,705,44,2,118334.44,1,1.0,0.0,180800.42,1,0.6804162
Genovese,123058-15661380,Female,26-35,Spain,590,30,6,0.0,2,0.0,1.0,87985.2,0,0.017756855
Maclean,151061-15711386,Female,36-45,France,529,44,5,0.0,2,0.0,0.0,141533.19,0,0.2270534
McLean,133544-15720371,Female,46-60,France,761,51,3,0.0,2,1.0,0.0,173912.29,1,0.5130235
Ojiofor,26647-15616367,Male,26-35,Germany,645,33,8,149564.61,1,0.0,0.0,149913.84,0,0.27609485
Yefremova,67487-15570859,Male,36-45,France,731,40,10,0.0,2,0.0,1.0,142330.17,0,0.025088
Walker,51264-15659234,Female,26-35,Spain,644,33,5,0.0,1,1.0,0.0,157906.85,0,0.3575371
Ch'in,21397-15702968,Male,36-45,France,742,41,2,123070.89,1,1.0,0.0,71139.31,0,0.23170902
Padovesi,164320-15758056,Male,36-45,France,583,38,7,0.0,2,1.0,0.0,84012.81,0,0.022911735
Nnaife,123583-15758031,Female,36-45,France,737,45,2,0.0,2,1.0,0.0,88827.67,0,0.16040885
Milanesi,52294-15765952,Male,26-35,France,769,29,4,145471.37,2,1.0,0.0,188382.77,0,0.045842927
Hs?,47487-15606901,Male,26-35,France,683,30,1,0.0,2,1.0,1.0,84871.99,0,0.006987961
Chiagoziem,42748-15635942,Male,36-45,Spain,544,36,2,81554.58,1,1.0,1.0,57517.95,0,0.05011015
Yermakova,48846-15589975,Female,26-35,Germany,474,33,9,99580.13,1,1.0,0.0,167035.07,0,0.40966937
Tien,136941-15595824,Male,36-45,Spain,520,38,5,140900.61,1,0.0,0.0,105568.37,0,0.18500799
Mazzanti,84381-15702627,Male,36-45,Spain,682,38,4,0.0,1,0.0,1.0,62402.85,0,0.18507293
Kao,142578-15756471,Female,26-35,France,676,35,3,0.0,2,1.0,1.0,89048.46,0,0.0147985
Nnonso,6368-15706186,Male,36-45,Spain,598,42,6,99713.87,1,1.0,1.0,91433.38,0,0.081704654
Fink,24800-15654700,Male,46-60,Spain,674,48,3,0.0,1,0.0,0.0,63717.16,1,0.7599474
Goliwe,91293-15738042,Female,26-35,Germany,543,31,8,140894.06,1,1.0,0.0,118059.19,0,0.36254987
Willis,128487-15702061,Female,36-45,France,489,41,8,103894.38,2,1.0,1.0,107625.46,0,0.063251585
Tuan,25484-15691816,Male,36-45,France,554,45,1,93920.47,1,1.0,1.0,104852.6,0,0.16186434
Bell,54409-15662294,Female,36-45,Germany,687,36,2,80569.73,2,0.0,0.0,122066.5,0,0.12493456
Ch'ang,154677-15654700,Female,46-60,Germany,708,51,2,167026.07,2,1.0,0.0,96825.0,1,0.5571692
Tuan,7546-15611365,Male,26-35,France,523,31,7,130661.96,1,1.0,1.0,171096.2,0,0.044675436
Yudin,104440-15591811,Male,36-45,Germany,651,44,3,139106.97,1,1.0,0.0,94420.08,1,0.6708972
Hao,23769-15615126,Female,36-45,France,561,36,10,0.0,2,1.0,0.0,83093.25,0,0.049027305
Rees,7825-15781975,Male,26-35,France,708,34,3,0.0,2,0.0,1.0,121457.88,0,0.010001245
Chiazagomekpere,113111-15663943,Female,46-60,France,741,50,2,132576.55,1,1.0,1.0,176903.0,0,0.4852848
Chukwuhaenye,79916-15662021,Male,36-45,Germany,724,43,3,111578.18,2,1.0,0.0,133501.94,0,0.28099778
O'Brien,161999-15686810,Male,26-35,France,748,31,5,0.0,2,1.0,0.0,57862.83,0,0.019004216
Benson,47422-15693906,Female,36-45,Germany,665,37,3,111911.63,1,1.0,0.0,110359.68,1,0.5014848
K?,21740-15652914,Female,36-45,Germany,593,37,9,137853.0,2,0.0,1.0,144880.81,0,0.09831761
Napolitano,104513-15748625,Male,36-45,France,664,37,6,0.0,2,1.0,1.0,15304.08,0,0.011724267
Hsiung,99402-15644295,Female,26-35,Spain,651,32,2,96656.76,1,1.0,0.0,107841.02,0,0.12745294
H?,104714-15603465,Male,26-35,France,567,34,7,0.0,1,0.0,1.0,479.9,0,0.08354729
Donaldson,61449-15638803,Female,26-35,France,733,32,5,0.0,2,1.0,0.0,131625.14,0,0.031137226
Fyodorova,20742-15644765,Male,46-60,France,589,53,5,0.0,1,0.0,1.0,13946.66,1,0.5482312
White,89126-15594927,Male,36-45,France,733,37,6,103060.88,1,1.0,1.0,147723.02,0,0.054625127
Ifeatu,140186-15617790,Female,26-35,Germany,486,31,6,118715.86,1,0.0,0.0,133591.11,0,0.41881013
P'eng,158938-15683524,Female,36-45,Spain,662,38,3,0.0,2,1.0,0.0,142331.85,0,0.0470379
Ch'en,158667-15736088,Female,26-35,France,528,34,8,0.0,1,1.0,0.0,141180.64,0,0.34739718
Spyer,36643-15672437,Male,26-35,France,542,32,4,0.0,1,0.0,1.0,145564.85,0,0.12428248
Nkemdirim,41592-15625092,Female,36-45,France,573,38,7,0.0,2,1.0,0.0,62390.59,0,0.046489768
Padovesi,34271-15575676,Male,36-45,France,622,40,3,105934.96,1,0.0,0.0,162597.15,0,0.27632868
Hsia,1922-15616280,Male,46-60,Spain,536,46,1,65733.41,2,1.0,0.0,61094.53,0,0.29185346
Macleod,454-15784700,Male,26-35,Germany,758,31,3,109166.54,1,1.0,1.0,51364.56,0,0.12695204
Maclean,40040-15794468,Female,36-45,Germany,529,41,8,107769.73,1,1.0,0.0,90928.08,1,0.70305336
Hovell,46694-15783764,Male,36-45,France,543,43,7,137843.8,1,0.0,0.0,80190.36,0,0.38097492
Onwumelu,23222-15808760,Male,26-35,France,645,28,4,0.0,2,1.0,0.0,134598.88,0,0.016273323
Martin,132744-15773709,Male,26-35,Germany,652,29,6,142705.95,1,1.0,1.0,62705.95,0,0.09248607
Smith,30480-15679743,Male,26-35,Germany,727,27,8,101851.8,2,1.0,0.0,16081.62,0,0.088218786
Tien,137035-15681180,Female,26-35,Germany,682,34,6,122724.56,1,1.0,0.0,177092.16,0,0.4040697
Chidiegwu,63409-15654463,Female,36-45,Germany,664,43,6,169025.83,1,0.0,0.0,144874.67,1,0.6886659
Li,156043-15777784,Male,36-45,France,527,41,8,0.0,1,1.0,0.0,163564.2,0,0.4859304
Hsing,48193-15753055,Male,18-25,France,735,25,4,0.0,2,1.0,1.0,135876.15,0,0.008335526
T'ien,22043-15783026,Male,18-25,France,706,22,1,0.0,2,1.0,0.0,52872.08,0,0.022667157
H?,29843-15778835,Female,36-45,France,634,39,7,83772.09,2,1.0,1.0,143317.57,0,0.052220482
Ts'ui,31856-15682429,Male,26-35,Spain,709,33,4,0.0,2,1.0,1.0,64731.72,0,0.008234863
Ch'in,54983-15706593,Female,36-45,Germany,735,41,9,115617.24,1,1.0,1.0,187826.16,0,0.43205842
Brown,59274-15763093,Female,36-45,Spain,700,40,9,0.0,2,1.0,0.0,199753.97,0,0.080008596
Mazzanti,86516-15786463,Female,36-45,Spain,696,41,6,0.0,2,1.0,0.0,92320.15,0,0.07041331
Kao,75185-15624641,Male,36-45,Spain,581,43,9,0.0,1,0.0,1.0,199290.68,0,0.40162465
Toscani,151288-15696047,Female,26-35,Spain,623,32,3,82391.22,1,1.0,0.0,162597.15,0,0.16728932
Kambinachi,118210-15648894,Female,26-35,France,656,35,2,0.0,2,0.0,1.0,182528.58,0,0.025772294
Ch'ien,128755-15650018,Male,36-45,Germany,571,44,7,154491.96,1,0.0,0.0,51871.25,1,0.64078426
Ts'ui,56955-15588537,Female,36-45,France,639,37,5,147733.64,2,0.0,1.0,172501.38,0,0.069899045
Chukwudi,33272-15700487,Male,26-35,France,711,34,7,132287.8,2,1.0,1.0,172748.94,0,0.021713294
Calabresi,29753-15591822,Male,18-25,France,567,25,2,76656.4,1,1.0,0.0,177065.24,0,0.07937807
Palermo,163219-15791925,Male,26-35,France,742,35,6,0.0,2,1.0,1.0,94951.27,0,0.007727143
Iweobiegbunam,84869-15686957,Male,26-35,Spain,739,29,8,0.0,2,1.0,0.0,83084.33,0,0.015523012
Biryukova,31200-15779974,Female,26-35,France,775,31,8,0.0,2,1.0,0.0,162964.39,0,0.029432269
Saunders,64775-15797710,Female,26-35,Germany,619,29,4,98955.87,2,0.0,1.0,131712.51,0,0.073160455
Milanesi,65972-15782530,Male,36-45,Spain,633,39,3,0.0,2,1.0,1.0,155061.97,0,0.017008908
Ts'ui,103204-15604536,Female,36-45,Spain,592,44,2,0.0,1,1.0,0.0,125762.95,1,0.7705746
H?,27050-15757895,Female,36-45,Germany,571,42,3,133656.91,1,0.0,1.0,71173.64,0,0.49402863
Azubuike,59614-15685997,Female,36-45,Spain,807,39,5,0.0,2,1.0,0.0,14279.44,0,0.07224433
Martin,6496-15672499,Female,26-35,France,646,33,0,98263.46,2,1.0,0.0,133672.61,0,0.08835819
Chukwujamuike,147492-15612363,Male,18-25,Spain,716,19,9,0.0,1,1.0,1.0,38270.16,0,0.10333327
Tucker,92567-15595153,Female,36-45,Germany,644,44,8,106022.73,2,1.0,0.0,148727.42,0,0.4668516
T'ien,152360-15791316,Female,46-60,France,599,48,1,0.0,1,1.0,0.0,147913.25,1,0.8862676
Sazonova,160619-15579777,Male,26-35,Germany,850,32,3,166685.92,2,1.0,1.0,59553.34,0,0.03383722
K'ung,69283-15743545,Female,36-45,France,775,41,6,0.0,2,0.0,1.0,141404.07,0,0.03923401
Lo,130240-15672056,Male,36-45,France,585,45,9,0.0,1,1.0,0.0,178038.17,1,0.74040514
L?,100654-15769499,Male,36-45,France,729,41,9,146784.02,1,1.0,1.0,134878.47,0,0.07263353
Liao,61858-15640161,Male,26-35,France,545,32,9,0.0,2,1.0,1.0,89801.9,0,0.008398507
Tsai,113297-15669946,Male,26-35,France,695,34,3,0.0,2,0.0,0.0,187987.05,0,0.018998133
Genovese,50238-15752300,Male,36-45,Spain,751,43,1,0.0,2,1.0,0.0,180829.98,0,0.10125019
Messersmith,42513-15699507,Female,18-25,France,542,25,7,0.0,2,0.0,1.0,823.96,0,0.026699837
White,50482-15730488,Female,26-35,France,667,29,6,139432.54,1,1.0,0.0,152578.28,0,0.11905208
Hsueh,17032-15622454,Male,36-45,Germany,535,39,10,117866.92,2,0.0,0.0,161671.15,0,0.2288494
Hunter,121271-15709737,Male,36-45,France,635,37,5,161591.11,1,1.0,1.0,9445.42,0,0.054486733
Cattaneo,101638-15736778,Female,26-35,Spain,611,30,1,0.0,2,1.0,1.0,44731.71,0,0.01746696
Fomina,150113-15581282,Male,26-35,France,697,30,6,121537.71,1,1.0,1.0,106977.5,0,0.033559814
Mazzi,20783-15793478,Male,26-35,France,587,31,7,115743.12,1,0.0,0.0,92865.56,0,0.102864295
Walker,109134-15694628,Female,36-45,Germany,581,41,5,65657.49,2,0.0,0.0,65657.29,0,0.25414774
McGregor,25184-15795540,Male,46-60,Spain,719,51,3,0.0,1,1.0,0.0,47777.15,1,0.855777
Ibezimako,128790-15659428,Male,26-35,France,687,34,2,127785.17,2,1.0,0.0,140127.17,0,0.037524924
Pagnotto,63636-15811947,Female,60+,France,572,72,3,0.0,1,1.0,1.0,92826.33,0,0.23250543
Okechukwu,154529-15628272,Female,26-35,France,616,32,9,0.0,2,1.0,1.0,155878.89,0,0.013778812
Pokrovsky,12579-15637993,Male,36-45,France,649,37,9,137688.71,1,1.0,1.0,46884.1,0,0.050476596
Hs?,101281-15787619,Male,60+,France,582,62,2,160980.03,1,0.0,0.0,145936.28,1,0.72353315
Pisani,121872-15648933,Female,36-45,France,636,44,10,0.0,2,1.0,1.0,64448.36,0,0.061828174
Shih,54380-15738291,Male,36-45,France,694,41,0,0.0,1,0.0,1.0,162501.65,0,0.2284074
